gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSMUSG00000002058	57.13717	-0.02611763	0.12181968	0.5666588	0.8780082
ENSMUSG00000002059	132.2004	-0.08271655	0.11564889	0.1472239	0.6011132
ENSMUSG00000002064	182.7749	0.0005369393	0.10791782	0.9926712	0.998657
ENSMUSG00000002068	38.83249	0.004742636	0.12589487	0.8997555	0.9770942
ENSMUSG00000002076	1.15159	0.005894358	0.17403589	0.6339771	NA
ENSMUSG00000002083	26.61442	-0.02239168	0.12486057	0.5817826	0.8852216
ENSMUSG00000002100	1.842327	0.001259519	0.13899552	0.9411085	NA
ENSMUSG00000002102	567.7728	0.01322849	0.11190495	0.8126155	0.9584419
ENSMUSG00000002103	531.1392	0.1269072	0.08519469	0.04553486	0.4337758
ENSMUSG00000002104	4.693074	-0.001003418	0.13633523	0.9581118	0.9905004
ENSMUSG00000002105	92.38878	0.09961412	0.1209462	0.07358572	0.4946234
ENSMUSG00000002107	3721.976	0.1889555	0.17102471	0.002221496	0.1241244
ENSMUSG00000002108	14.18466	-0.04355391	0.13090836	0.22599	0.6801737
ENSMUSG00000002109	78.57864	-0.0163476	0.11887713	0.7382401	0.937107
ENSMUSG00000002111	12.78084	-0.004908858	0.1294223	0.8723658	0.9710161
ENSMUSG00000002129	395.0188	-0.04549483	0.10205346	0.4613385	0.8313659
ENSMUSG00000002147	45.43611	0.04642159	0.1239378	0.30267	0.7434307
ENSMUSG00000002190	47.90512	0.07283869	0.12769289	0.1138685	0.56338
ENSMUSG00000002204	0.2325109	0.002130945	0.21590586	0.8417778	NA
ENSMUSG00000002205	99.44592	0.03774635	0.11045384	0.5118742	0.8541537
ENSMUSG00000002210	136.1655	0.06426143	0.10829387	0.2839629	0.7312966
ENSMUSG00000002221	274.8685	-0.03952976	0.10190695	0.5215157	0.8582555
ENSMUSG00000002222	1368.166	0.04937797	0.09976456	0.4291276	0.8129414
ENSMUSG00000002227	58.20471	0.04323081	0.12466521	0.3217769	0.7574662
ENSMUSG00000002228	1.849623	-0.01225617	0.14914501	0.4511358	NA
ENSMUSG00000002233	35.03655	-0.03767058	0.1271585	0.3377455	0.7645426
ENSMUSG00000002249	8.999559	-0.01674715	0.13169761	0.5497061	0.8728463
ENSMUSG00000002250	32.88019	0.06864896	0.14484691	0.05773101	0.4585135
ENSMUSG00000002257	6.136961	-0.00665694	0.1344415	0.7610653	0.9436139
ENSMUSG00000002265	5005.548	-0.1507097	0.1119537	0.01959503	0.3110444
ENSMUSG00000002266	29.03096	-0.03373752	0.13963301	0.2044972	0.6605371
ENSMUSG00000002274	146.2206	-0.1282005	0.15383548	0.01104966	0.245561
ENSMUSG00000002279	151.9655	-0.02372908	0.11919655	0.627192	0.9009261
ENSMUSG00000002280	149.6208	0.03204852	0.11300013	0.563345	0.8772776
ENSMUSG00000002289	16.02251	-0.002538798	0.12727085	0.9420219	0.9860027
ENSMUSG00000002297	10.48358	-0.04081195	0.14187891	0.1470122	0.6008654
ENSMUSG00000002307	117.3989	-0.06366122	0.11396444	0.2605026	0.7153725
ENSMUSG00000002308	70.20558	0.01848668	0.11637369	0.7213806	0.9323224
ENSMUSG00000002319	408.0263	-0.1608922	0.09814378	0.01494455	0.2718081
ENSMUSG00000002320	173.4961	-0.0977625	0.11263294	0.1037136	0.5515078
ENSMUSG00000002324	46.28915	0.009141848	0.12262036	0.8333433	0.963802
ENSMUSG00000002325	59.14983	-0.0597637	0.11990703	0.2433935	0.6972172
ENSMUSG00000002326	68.90901	0.03475213	0.11967955	0.478206	0.8396455
ENSMUSG00000002329	156.5041	0.008664108	0.10483673	0.8853618	0.9739822
ENSMUSG00000002332	216.9343	0.01774103	0.11114548	0.753378	0.9411635
ENSMUSG00000002341	1390.609	0.0668234	0.10873388	0.264547	0.7177888
ENSMUSG00000002342	118.293	0.002287114	0.11190554	0.9672472	0.9921149
ENSMUSG00000002343	100.0354	-0.07914125	0.11294627	0.1755288	0.6323264
ENSMUSG00000002345	79.09323	-0.03991985	0.11493591	0.4615049	0.8313659
ENSMUSG00000002346	107.2125	0.04978444	0.12813763	0.2196162	0.6734643
ENSMUSG00000002365	71.34998	0.03041335	0.11213223	0.5875801	0.8881513
ENSMUSG00000002372	379.6314	-0.05039699	0.09346406	0.4256105	0.810643
ENSMUSG00000002379	227.3224	0.01913985	0.10771087	0.7445346	0.938448
ENSMUSG00000002384	0.3791328	0.001757284	0.20539451	0.8727832	NA
ENSMUSG00000002393	136.8932	-0.01196764	0.10139473	0.8455655	0.9657792
ENSMUSG00000002395	263.1176	-0.05966026	0.10725671	0.3220553	0.7576366
ENSMUSG00000002396	114.2933	-0.009515037	0.10388183	0.8750595	0.9722153
ENSMUSG00000002409	141.9414	0.0001962441	0.11582294	0.9969958	0.999509
ENSMUSG00000002413	1926.041	0.2019579	0.09805053	0.002731108	0.1325635
ENSMUSG00000002416	319.0529	0.09221743	0.10229809	0.1448724	0.5979256
ENSMUSG00000002428	303.3043	0.06035808	0.10257765	0.3304623	0.7607581
ENSMUSG00000002455	394.7539	-0.02996816	0.10170742	0.6263326	0.9008299
ENSMUSG00000002458	55.29278	0.01428294	0.11678837	0.7805801	0.9492114
ENSMUSG00000002459	134.9931	0.01462085	0.11522399	0.7822511	0.9492114
ENSMUSG00000002475	239.3912	-0.05014545	0.10720319	0.4023589	0.8007298
ENSMUSG00000002477	135.5005	-0.06950034	0.11714114	0.2039034	0.6602068
ENSMUSG00000002486	49.16845	-0.06137999	0.11767962	0.2508307	0.7049831
ENSMUSG00000002489	1424.18	0.01179735	0.0963042	0.8505548	0.9669527
ENSMUSG00000002496	730.1348	0.04952226	0.09939523	0.4283906	0.8123227
ENSMUSG00000002500	0.7655851	0.005539905	0.17561171	0.6512101	NA
ENSMUSG00000002504	108.0106	-0.1145147	0.11627337	0.05613985	0.4575547
ENSMUSG00000002524	658.4824	-0.1731656	0.09633896	0.009039248	0.2266573
ENSMUSG00000002546	525.879	-0.09521986	0.10367764	0.1311854	0.583526
ENSMUSG00000002550	211.9086	0.03280037	0.10289379	0.5920087	0.8900446
ENSMUSG00000002565	1.230999	0.000105942	0.15107199	0.9936607	NA
ENSMUSG00000002578	70.42773	0.003337338	0.12478051	0.9329607	0.9834813
ENSMUSG00000002580	164.8229	0.03305923	0.10935012	0.5692914	0.8799522
ENSMUSG00000002588	0.2199919	0.007058522	0.23003267	0.5278736	NA
ENSMUSG00000002602	266.5455	-0.02638401	0.0945437	0.6749576	0.9182061
ENSMUSG00000002603	9.249572	0.01072751	0.13256993	0.6720132	0.9168948
ENSMUSG00000002608	125.7638	0.06956257	0.12786203	0.1239438	0.5754111
ENSMUSG00000002617	262.2897	0.1311914	0.11797362	0.03167442	0.3784283
ENSMUSG00000002625	489.297	-0.02703687	0.0885626	0.6674948	0.9151123
ENSMUSG00000002633	8.770303	-0.0189008	0.13886532	0.3852882	0.7946955
ENSMUSG00000002635	60.9259	-0.05590341	0.1181465	0.2869348	0.7330622
ENSMUSG00000002658	195.932	-0.1415889	0.11898089	0.02212783	0.3243677
ENSMUSG00000002660	163.4475	-0.05248301	0.11110583	0.3638524	0.7819639
ENSMUSG00000002661	49.17895	-0.03663953	0.12484339	0.3876872	0.7951689
ENSMUSG00000002664	0.04274889	0.002130945	0.21590586	0.8417778	NA
ENSMUSG00000002668	3.863726	0.004734571	0.14055053	0.7759392	0.9487672
ENSMUSG00000002679	97.59621	0.07125115	0.11308449	0.2171584	0.6703621
ENSMUSG00000002688	90.15664	0.0270178	0.11882343	0.5851015	0.8867026
ENSMUSG00000002699	21.17171	-0.02436984	0.12610029	0.5302126	0.8630577
ENSMUSG00000002718	412.3922	0.07496502	0.10019959	0.2344269	0.6878222
ENSMUSG00000002728	245.0664	0.1067386	0.11763889	0.06782358	0.4820892
ENSMUSG00000002731	78.44255	0.002728908	0.12033485	0.9534039	0.9894137
ENSMUSG00000002732	10.01517	0.03615229	0.14068218	0.180399	0.6383595
ENSMUSG00000002733	219.3659	0.002458481	0.09947627	0.9683469	0.9923893
ENSMUSG00000002741	319.6299	-0.03040729	0.09514455	0.6287793	0.9016154
ENSMUSG00000002748	1179.54	0.05476588	0.07874295	0.3704289	0.7849266
ENSMUSG00000002763	332.7882	-0.06375301	0.10198131	0.3061147	0.7459667
ENSMUSG00000002767	127.3462	-0.04329216	0.11432734	0.4305911	0.8134892
ENSMUSG00000002768	154.3586	-0.02333032	0.11390735	0.6678639	0.9152271
ENSMUSG00000002769	0.7594081	0.002097866	0.17753895	0.8578587	NA
ENSMUSG00000002771	33.18182	0.01874984	0.1297318	0.5538669	0.8737878
ENSMUSG00000002778	177.1458	0.01771517	0.1045786	0.7688967	0.9463142
ENSMUSG00000002781	103.4679	0.05765504	0.10822166	0.3341282	0.7629083
ENSMUSG00000002791	0.8511433	-0.003436954	0.15967058	0.7865415	NA
ENSMUSG00000002797	80.0579	-0.01362076	0.1143493	0.7998229	0.9543762
ENSMUSG00000002799	172.5381	-0.105051	0.10961297	0.0895499	0.5256338
ENSMUSG00000002803	224.3784	-0.122064	0.10235592	0.05846744	0.4607483
ENSMUSG00000002804	15.46996	-0.01899012	0.1302809	0.5372211	0.8680094
ENSMUSG00000002808	646.064	0.1163139	0.09563352	0.07199317	0.4919511
ENSMUSG00000002812	326.5695	-0.131134	0.09625621	0.04393567	0.4288343
ENSMUSG00000002814	58.31263	-0.05195544	0.11918035	0.3093184	0.7486953
ENSMUSG00000002820	112.7931	0.004448771	0.11532417	0.9326545	0.9834813
ENSMUSG00000002825	34.83118	-0.0002503412	0.12631663	0.9945685	0.9992087
ENSMUSG00000002831	57.71908	0.01661964	0.12436499	0.6851119	0.9217058
ENSMUSG00000002833	288.7412	-0.09352918	0.11538685	0.1085145	0.5551338
ENSMUSG00000002835	24.28727	0.02560667	0.12777281	0.4794871	0.8402121
ENSMUSG00000002844	260.6998	-0.1097926	0.10287998	0.08572665	0.5184843
ENSMUSG00000002845	64.13542	-0.06029252	0.11696408	0.2638808	0.7175784
ENSMUSG00000002846	88.06947	-0.02224264	0.10768192	0.7052709	0.9283281
ENSMUSG00000002847	8.322159	-0.014068	0.13374612	0.5651871	0.8777685
ENSMUSG00000002870	26.05654	-0.00266668	0.12462171	0.9467771	0.9868501
ENSMUSG00000002871	134.7002	-0.1105682	0.114237	0.06748434	0.4820892
ENSMUSG00000002881	185.8495	0.01676333	0.10332183	0.7827732	0.9494331
ENSMUSG00000002885	52.56726	0.08328464	0.12036276	0.12176	0.5731489
ENSMUSG00000002897	38.60665	-0.04446641	0.1222129	0.3431127	0.7675302
ENSMUSG00000002900	424.4643	0.06614289	0.10558484	0.2800019	0.7285341
ENSMUSG00000002908	37.76407	-0.0001865606	0.12182256	0.9966579	0.999509
ENSMUSG00000002910	55.65062	-0.07133349	0.1188514	0.1825679	0.6403523
ENSMUSG00000002930	2.812428	-0.01191249	0.14420253	0.4903701	0.8450748
ENSMUSG00000002944	5.509534	-0.01384591	0.13636568	0.5240541	0.858618
ENSMUSG00000002948	422.4516	-0.06708239	0.08619261	0.2867437	0.733049
ENSMUSG00000002949	326.4558	0.004994978	0.09985736	0.9356443	0.9838802
ENSMUSG00000002957	1600.896	-0.01791358	0.08311828	0.7731313	0.947817
ENSMUSG00000002963	83.77314	-0.0651766	0.11927835	0.2139238	0.6682353
ENSMUSG00000002968	145.6682	-0.0004960075	0.11402007	0.9926554	0.998657
ENSMUSG00000002980	69.7718	-0.02524567	0.11838798	0.6129002	0.8975783
ENSMUSG00000002981	1023.843	-0.06646372	0.09778042	0.2929409	0.7369886
ENSMUSG00000002983	23.81037	0.002314224	0.1227033	0.9572571	0.9905004
ENSMUSG00000002984	244.9459	-0.08044504	0.11341194	0.1672878	0.6247611
ENSMUSG00000002985	5798.253	-0.1241691	0.11060682	0.0484168	0.4388253
ENSMUSG00000002992	0.02933238	0.002130945	0.21590586	0.8417778	NA
ENSMUSG00000002996	257.7746	0.1074967	0.11620396	0.06966977	0.4851929
ENSMUSG00000002997	1141.558	0.04187626	0.10968214	0.4718177	0.8366136
ENSMUSG00000003031	264.2302	-0.07008458	0.09422525	0.2701635	0.7201521
ENSMUSG00000003032	10.92937	-0.04259973	0.14351319	0.1312872	0.583526
ENSMUSG00000003033	255.7953	-0.03932698	0.09826467	0.5296196	0.8624898
ENSMUSG00000003037	175.3507	0.007104503	0.11004847	0.9009973	0.9770942
ENSMUSG00000003038	640.9852	-0.0679048	0.09128584	0.2849102	0.7319144
ENSMUSG00000003039	338.6122	0.05362931	0.09889812	0.3925227	0.7966986
ENSMUSG00000003051	0.1694533	-0.001151693	0.21406505	0.9139969	NA
ENSMUSG00000003062	260.4699	-0.001830514	0.09594514	0.9766873	0.995443
ENSMUSG00000003068	226.6289	-0.07804641	0.09331945	0.2206513	0.6748541
ENSMUSG00000003070	24.1895	-0.07658078	0.13264728	0.07787468	0.5024702
ENSMUSG00000003072	462.1217	-0.04080976	0.09845253	0.5141425	0.8550936
ENSMUSG00000003099	343.1923	0.01689539	0.09808397	0.7863575	0.950627
ENSMUSG00000003119	434.927	0.08827517	0.10966329	0.1460914	0.6001384
ENSMUSG00000003123	66.09054	0.0191316	0.12010099	0.6869815	0.9225678
ENSMUSG00000003131	1321.434	0.01348827	0.08525927	0.8291618	0.9620447
ENSMUSG00000003134	548.5199	0.03208523	0.11832714	0.5241052	0.8586256
ENSMUSG00000003135	160.3318	-0.04435118	0.10318447	0.4698249	0.8359769
ENSMUSG00000003153	1182.113	0.04721957	0.09786467	0.4519077	0.8277004
ENSMUSG00000003154	216.2857	0.02592784	0.10734549	0.6607179	0.9131758
ENSMUSG00000003161	240.779	-0.1008231	0.11017056	0.1004372	0.5473731
ENSMUSG00000003166	819.4785	-0.07695668	0.08477418	0.2204913	0.674476
ENSMUSG00000003178	302.7931	0.03483431	0.11703501	0.5022639	0.8505327
ENSMUSG00000003184	77.18813	-0.06890471	0.11899592	0.1945514	0.6533404
ENSMUSG00000003190	5.185571	0.02496375	0.14004365	0.284838	0.7319144
ENSMUSG00000003198	55.26035	0.1136841	0.14584214	0.01860965	0.3057721
ENSMUSG00000003199	290.0022	-0.02515134	0.09928465	0.6857024	0.9220632
ENSMUSG00000003200	123.7181	-0.01804229	0.11509201	0.7341034	0.9362215
ENSMUSG00000003206	3.961765	0.01787207	0.14159092	0.3761931	0.7895755
ENSMUSG00000003208	31.14608	0.00622392	0.12432263	0.8779982	0.9722317
ENSMUSG00000003226	2595.346	0.1379043	0.09654822	0.03470262	0.390911
ENSMUSG00000003227	3.762003	-0.0155966	0.14803846	0.3763183	0.7895755
ENSMUSG00000003228	94.02907	-0.03071279	0.12182416	0.5039376	0.8508023
ENSMUSG00000003233	80.05383	0.02324934	0.12582654	0.552576	0.8737878
ENSMUSG00000003234	409.4641	0.009749568	0.10674948	0.8690907	0.9699071
ENSMUSG00000003235	346.1235	-0.07408188	0.10556235	0.2289608	0.6824602
ENSMUSG00000003269	257.7078	-0.04923554	0.09716608	0.4338845	0.8163539
ENSMUSG00000003271	17.79278	-0.01997278	0.12861994	0.5550766	0.8737878
ENSMUSG00000003273	829.8475	-0.03271246	0.10955376	0.5724329	0.8815053
ENSMUSG00000003279	1298.349	0.1644793	0.12360818	0.00941051	0.2297752
ENSMUSG00000003282	82.17474	0.1148395	0.12604081	0.03778445	0.4044553
ENSMUSG00000003283	10.64188	0.02183787	0.12973567	0.4983892	0.8485729
ENSMUSG00000003299	120.7009	0.01765386	0.10599334	0.7671921	0.9453783
ENSMUSG00000003308	405.1367	-0.06145336	0.09333313	0.3325963	0.7622288
ENSMUSG00000003309	2.082748	0.01945752	0.18206648	0.2287317	0.6820541
ENSMUSG00000003316	1840.687	0.04252611	0.08279233	0.4938662	0.8466638
ENSMUSG00000003341	1.145501	0.01156848	0.21614386	0.3703393	NA
ENSMUSG00000003344	335.7444	-0.1215321	0.10047252	0.06022411	0.4636946
ENSMUSG00000003345	464.7984	-0.02473931	0.09346402	0.694456	0.9241945
ENSMUSG00000003346	358.4509	-0.01286196	0.09659455	0.8371495	0.9639478
ENSMUSG00000003348	53.59208	-0.06751592	0.12109466	0.1862647	0.6425923
ENSMUSG00000003352	469.8583	0.07684801	0.10386038	0.2169804	0.6703621
ENSMUSG00000003354	14.39255	-0.02250554	0.13318731	0.4130682	0.8043688
ENSMUSG00000003355	1.29959	-0.01380754	0.17499279	0.3425438	NA
ENSMUSG00000003360	412.7585	-0.0280445	0.0895528	0.6562404	0.9119578
ENSMUSG00000003363	1616.82	-0.02597926	0.08601017	0.6784152	0.9191668
ENSMUSG00000003378	924.7041	0.06937414	0.11959748	0.1876694	0.6452746
ENSMUSG00000003379	0.313092	0.001017656	0.21014525	0.924841	NA
ENSMUSG00000003380	406.1675	-0.04881092	0.1150475	0.3719879	0.7861193
ENSMUSG00000003382	294.4341	-0.01756093	0.09814349	0.778133	0.9490303
ENSMUSG00000003402	280.6892	-0.0990638	0.11190727	0.1016554	0.5491164
ENSMUSG00000003410	882.627	0.03368731	0.09072768	0.5933681	0.8902058
ENSMUSG00000003411	189.8548	0.1119734	0.12618428	0.04072019	0.4159533
ENSMUSG00000003418	33.28817	-0.01341134	0.12681973	0.7123431	0.9291951
ENSMUSG00000003420	63.3438	-0.07535753	0.11885767	0.1627222	0.6192875
ENSMUSG00000003421	161.4448	0.004739485	0.10041383	0.9387771	0.9850901
ENSMUSG00000003423	66.83527	0.03972473	0.11349165	0.4734569	0.8373947
ENSMUSG00000003429	738.4681	-0.05987684	0.10146496	0.3365883	0.7639618
ENSMUSG00000003435	613.0808	-0.08277366	0.09009212	0.1934444	0.652399
ENSMUSG00000003436	6.193969	0.01349525	0.13249935	0.6041736	0.8948078
ENSMUSG00000003437	270.8455	-0.1387499	0.1201032	0.02334231	0.3340621
ENSMUSG00000003438	89.94205	-0.06419035	0.11396905	0.2568678	0.7107896
ENSMUSG00000003444	61.15843	0.03453545	0.11766145	0.5003871	0.8493983
ENSMUSG00000003452	638.1261	0.07005746	0.09854663	0.2674985	0.7184949
ENSMUSG00000003458	290.2045	0.06163212	0.09521978	0.3306039	0.7607581
ENSMUSG00000003464	408.984	-0.007488508	0.08954289	0.9052726	0.9784048
ENSMUSG00000003469	1639.122	0.01505004	0.10418959	0.8033255	0.9557194
ENSMUSG00000003476	12.19252	0.02504561	0.13442269	0.3533638	0.7761009
ENSMUSG00000003477	9.742539	0.009690952	0.13262389	0.6988985	0.9264783
ENSMUSG00000003484	0.574112	-0.0006621351	0.18629369	0.9536998	NA
ENSMUSG00000003500	175.775	-0.03668488	0.10858503	0.531762	0.8641461
ENSMUSG00000003518	779.8668	0.08119208	0.09728978	0.2019232	0.6597372
ENSMUSG00000003526	122.6352	0.01729034	0.11544886	0.7430615	0.9380785
ENSMUSG00000003527	124.0874	-0.1446189	0.11535011	0.02224372	0.3248671
ENSMUSG00000003528	174.5125	-0.1218205	0.11546528	0.04594865	0.4364484
ENSMUSG00000003531	123.553	-0.006774829	0.1128906	0.9018147	0.977221
ENSMUSG00000003534	390.9782	-0.09078979	0.09164548	0.1554007	0.6114306
ENSMUSG00000003541	34.13544	-0.003526341	0.12744787	0.9187581	0.981223
ENSMUSG00000003545	48.00434	0.02563635	0.1199948	0.593079	0.8902058
ENSMUSG00000003546	85.45669	-0.07051036	0.12298156	0.1567136	0.6138646
ENSMUSG00000003549	83.20944	-0.03804604	0.11062872	0.5077581	0.8511416
ENSMUSG00000003555	0.05657123	0.0006707557	0.21428573	0.9497131	NA
ENSMUSG00000003559	77.13649	-0.2503215	0.19641332	0.0004920621	0.05388517
ENSMUSG00000003573	30.49325	-0.05990425	0.13010057	0.1439851	0.5965236
ENSMUSG00000003575	820.174	0.0701743	0.1221559	0.1645518	0.6213202
ENSMUSG00000003581	125.6873	-0.1136782	0.11476884	0.06038812	0.4636946
ENSMUSG00000003585	139.4655	-0.01118644	0.11308534	0.8382541	0.9640237
ENSMUSG00000003604	33.03208	0.03926908	0.12344738	0.37954	0.7912938
ENSMUSG00000003617	104.1433	-0.02909258	0.11415111	0.5925894	0.890159
ENSMUSG00000003623	275.5662	0.02239199	0.10618947	0.7071677	0.9285926
ENSMUSG00000003644	85.23332	-0.105827	0.11742416	0.07024765	0.4865057
ENSMUSG00000003657	96.27346	-0.04310623	0.14746403	0.1157645	0.5651701
ENSMUSG00000003660	1611.73	0.02796338	0.08461666	0.6543122	0.9105206
ENSMUSG00000003662	286.5154	-0.07976863	0.10479256	0.1988814	0.6568596
ENSMUSG00000003665	9.564305	0.01358676	0.13139269	0.6253516	0.9006756
ENSMUSG00000003680	77.55455	0.0123461	0.10753709	0.833536	0.963802
ENSMUSG00000003721	241.529	-0.027106	0.08979594	0.6670706	0.9148693
ENSMUSG00000003731	579.0452	0.05679108	0.07793978	0.3510623	0.7736907
ENSMUSG00000003746	866.6434	0.1173595	0.0856367	0.064342	0.4765539
ENSMUSG00000003752	55.29331	-0.0099155	0.11980514	0.8347634	0.9639276
ENSMUSG00000003762	87.7282	-0.1720881	0.16749783	0.003366409	0.1501187
ENSMUSG00000003778	620.4252	-0.07450154	0.08649312	0.2376836	0.6916806
ENSMUSG00000003779	4.915369	-0.04265084	0.23604209	0.06069408	0.4644602
ENSMUSG00000003808	177.9922	-0.02434346	0.10733411	0.6801269	0.9196313
ENSMUSG00000003809	164.2445	-0.01749206	0.10090624	0.7765678	0.9487672
ENSMUSG00000003810	518.0698	-0.05703174	0.10925496	0.3347415	0.7632452
ENSMUSG00000003812	28.43147	0.0675208	0.13309917	0.09749182	0.5402413
ENSMUSG00000003813	223.0964	-0.1154916	0.10145057	0.07264368	0.4935027
ENSMUSG00000003814	1371.227	-0.1086513	0.11398626	0.07206963	0.4919511
ENSMUSG00000003824	7.816269	0.02034633	0.14372091	0.3179322	0.7549411
ENSMUSG00000003847	899.6707	0.06768139	0.13133481	0.1070545	0.5538953
ENSMUSG00000003848	98.84331	-0.02494375	0.11585885	0.6353623	0.904028
ENSMUSG00000003849	31.3268	-0.03636477	0.12857331	0.3264879	0.7598642
ENSMUSG00000003863	489.0224	0.08100137	0.09783096	0.2025695	0.6597372
ENSMUSG00000003865	83.82929	-0.02120486	0.1140488	0.6955194	0.9245975
ENSMUSG00000003868	106.6068	-0.04696154	0.11708003	0.3730854	0.7866466
ENSMUSG00000003872	144.1949	0.02152012	0.11215835	0.699638	0.9268404
ENSMUSG00000003873	72.70027	-0.04927803	0.11673569	0.3545445	0.7766703
ENSMUSG00000003882	2.631324	0.01985524	0.17202817	0.2351595	0.6886337
ENSMUSG00000003923	195.7892	-0.03777891	0.10817732	0.5214913	0.8582555
ENSMUSG00000003929	256.6043	0.08737365	0.10166542	0.1667675	0.6240387
ENSMUSG00000003934	897.5901	-0.2526066	0.10849898	0.0003381705	0.04260258
ENSMUSG00000003948	1063.617	0.0131729	0.09786588	0.8326852	0.9635402
ENSMUSG00000003949	741.5115	0.07787576	0.11527181	0.1708271	0.6288307
ENSMUSG00000003955	83.15733	-0.05495581	0.11780792	0.2972515	0.7408816
ENSMUSG00000003970	1325.99	-0.1003023	0.10352679	0.1133229	0.5626877
ENSMUSG00000003974	1403.327	0.1936349	0.08364162	0.002421471	0.1288927
ENSMUSG00000003992	649.2647	-0.002670924	0.07970869	0.9652513	0.9920287
ENSMUSG00000004018	66.94509	0.02751783	0.11873937	0.5791538	0.8842732
ENSMUSG00000004031	413.2664	0.2666822	0.10990306	0.0001803146	0.02986052
ENSMUSG00000004032	521.3433	0.06806969	0.11553954	0.2224571	0.6776908
ENSMUSG00000004035	82.52936	-0.06088215	0.1187467	0.2457145	0.6990191
ENSMUSG00000004038	0.04285809	0	0.21433687	1	NA
ENSMUSG00000004040	352.3003	-0.06797705	0.09387194	0.2846027	0.7316153
ENSMUSG00000004043	14.47385	-0.08116926	0.18068403	0.02247693	0.3272407
ENSMUSG00000004044	81.86165	-0.06747278	0.11533412	0.2273713	0.6812127
ENSMUSG00000004054	165.0107	-0.08304958	0.10000851	0.1897849	0.6478495
ENSMUSG00000004056	562.5849	-0.09065903	0.10573565	0.145711	0.5999162
ENSMUSG00000004069	351.7473	-0.07168732	0.10591585	0.2425491	0.6968893
ENSMUSG00000004070	338.4232	-0.0756061	0.09772923	0.2333012	0.6864482
ENSMUSG00000004071	1182.643	-0.004857631	0.07014634	0.9330197	0.9834813
ENSMUSG00000004085	117.3147	0.07594564	0.11233969	0.1944608	0.6533404
ENSMUSG00000004096	245.1274	0.002670261	0.1034852	0.9648822	0.9917664
ENSMUSG00000004098	9.636297	-0.007829008	0.13293937	0.7465861	0.9388041
ENSMUSG00000004099	411.3532	-0.1292255	0.10778749	0.0433706	0.426621
ENSMUSG00000004100	69.13895	-0.01752719	0.11614629	0.7362974	0.9368226
ENSMUSG00000004105	31.29505	0.7259187	0.91250996	0.0001747379	0.02968781
ENSMUSG00000004110	5337.924	0.1103054	0.1021486	0.08494176	0.5150741
ENSMUSG00000004113	1088.367	0.03846261	0.11053301	0.5037168	0.8508023
ENSMUSG00000004127	39.50973	-0.03730472	0.1244928	0.3856594	0.7948057
ENSMUSG00000004151	333.0085	0.03500404	0.11077152	0.5407778	0.8691644
