task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
407	0d/eaba08	12109672	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (Sham_Sal_4)	COMPLETED	0	2024-08-15 09:27:33.682	44s	39s	96.4%	673.1 MB	1.4 GB	709.8 MB	42 MB
275	9d/343054	12109542	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (Sham_oxy_3)	COMPLETED	0	2024-08-15 09:24:34.063	3m 49s	3m 41s	104.9%	5.3 GB	6.4 GB	6 GB	1 GB
357	86/dfb106	12109623	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (SNI_oxy_2)	COMPLETED	0	2024-08-15 09:25:52.642	2m 30s	2m 25s	95.8%	882.2 MB	1.5 GB	3.5 GB	1.7 KB
328	78/cc4397	12109599	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (SNI_oxy_2)	COMPLETED	0	2024-08-15 09:25:24.209	2m 58s	2m 48s	115.6%	660.8 MB	878.1 MB	4.3 GB	337.2 MB
429	75/6bcf28	12109693	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (SNI_Sal_4)	COMPLETED	0	2024-08-15 09:28:18.035	4.7s	0ms	60.1%	13.2 MB	24.9 MB	16.8 MB	3.5 KB
287	de/6937be	12109549	NFCORE_RNASEQ:RNASEQ:DUPRADAR (Sham_Sal_1)	COMPLETED	0	2024-08-15 09:24:49.640	3m 38s	3m 31s	87.3%	389.6 MB	739.8 MB	13.5 GB	1.8 GB
367	8f/04f5e2	12109634	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (SNI_Sal_1)	COMPLETED	0	2024-08-15 09:26:09.135	2m 19s	2m 13s	97.3%	4.9 GB	5.6 GB	2.6 GB	267.4 KB
418	9c/1ad605	12109682	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (SNI_Sal_4)	COMPLETED	0	2024-08-15 09:27:43.226	44.5s	38s	97.6%	672.2 MB	1.4 GB	713.8 MB	43.1 MB
433	78/36122e	12109697	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (Sham_oxy_3)	COMPLETED	0	2024-08-15 09:28:23.341	9.4s	3s	96.2%	7.6 MB	18.5 MB	254.7 MB	254.6 MB
432	9b/4222b7	12109696	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (Sham_oxy_3)	COMPLETED	0	2024-08-15 09:28:22.931	9.8s	3s	96.0%	7.8 MB	18.5 MB	262.4 MB	262.4 MB
356	50/39f33d	12109619	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (SNI_oxy_2)	COMPLETED	0	2024-08-15 09:25:50.329	2m 42s	2m 33s	96.4%	10.4 GB	11 GB	3.3 GB	211.5 KB
375	a4/f4fc52	12109637	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (SNI_Sal_3)	COMPLETED	0	2024-08-15 09:26:14.227	2m 23s	2m 17s	97.3%	8.2 GB	8.8 GB	2.7 GB	183.2 KB
431	5b/5600fb	12109694	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (SNI_oxy_1)	COMPLETED	0	2024-08-15 09:28:18.193	19.5s	17s	97.8%	59.7 MB	74.3 MB	942.9 MB	89.1 MB
410	22/a28777	12109674	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (Sham_Sal_4)	COMPLETED	0	2024-08-15 09:27:34.429	1m 3s	59s	94.8%	99.6 MB	800 MB	3 GB	43.1 MB
374	43/f77de3	12109643	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (SNI_Sal_3)	COMPLETED	0	2024-08-15 09:26:15.069	2m 28s	2m 18s	98.3%	882.2 MB	1.5 GB	2.8 GB	1.7 KB
412	5a/8d61b3	12109671	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (Sham_Sal_4)	COMPLETED	0	2024-08-15 09:27:33.555	1m 9s	1m 4s	93.0%	45.8 MB	745.8 MB	2.9 GB	1.3 KB
430	9e/7ee9c2	12109695	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (SNI_oxy_1)	COMPLETED	0	2024-08-15 09:28:18.318	24.4s	17s	98.2%	60.2 MB	74.8 MB	974.8 MB	92.6 MB
424	7e/b77e25	12109681	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (SNI_Sal_4)	COMPLETED	0	2024-08-15 09:27:43.138	1m 5s	59s	91.8%	97.8 MB	798.1 MB	2.9 GB	34.6 MB
140	5a/227271	12109404	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (Sham_Sal_2)	COMPLETED	0	2024-08-15 09:17:17.865	11m 35s	11m 23s	104.3%	17.3 GB	33.6 GB	6.8 GB	3.5 GB
254	0d/4f61d5	12109520	NFCORE_RNASEQ:RNASEQ:DUPRADAR (SNI_oxy_1)	COMPLETED	0	2024-08-15 09:23:54.505	4m 58s	4m 54s	88.5%	437.8 MB	865.8 MB	22.9 GB	6.4 GB
419	c5/f1ba08	12109685	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (SNI_Sal_4)	COMPLETED	0	2024-08-15 09:27:43.515	1m 9s	1m	92.5%	45.6 MB	745.8 MB	2.9 GB	1.3 KB
406	d7/4a14d4	12109673	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (Sham_Sal_4)	COMPLETED	0	2024-08-15 09:27:34.355	1m 18s	1m 15s	95.7%	389.4 MB	1.1 GB	2.9 GB	27.9 KB
435	d5/9c85ae	12109698	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (Sham_oxy_3)	COMPLETED	0	2024-08-15 09:28:32.822	19.9s	14s	97.4%	10.1 MB	24.8 MB	787.2 MB	74.1 MB
434	78/ef3a4e	12109699	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (Sham_oxy_3)	COMPLETED	0	2024-08-15 09:28:32.992	19.7s	14s	97.3%	35.8 MB	50.4 MB	763.9 MB	72.3 MB
423	ce/1b9beb	12109683	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (SNI_Sal_4)	COMPLETED	0	2024-08-15 09:27:43.314	1m 14s	1m 8s	99.1%	202.6 MB	903.7 MB	2.9 GB	28.2 KB
408	d3/a79365	12109675	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (Sham_Sal_4)	COMPLETED	0	2024-08-15 09:27:34.593	1m 38s	1m 33s	96.6%	882 MB	1.5 GB	3.1 GB	1.7 KB
392	e3/41a795	12109654	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (Sham_Sal_4)	COMPLETED	0	2024-08-15 09:27:08.628	2m 4s	1m 59s	112.2%	639.1 MB	1006 MB	3.8 GB	328.2 MB
422	7c/73cadb	12109687	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (SNI_Sal_4)	COMPLETED	0	2024-08-15 09:27:43.811	1m 34s	1m 24s	95.2%	882 MB	1.5 GB	3 GB	1.7 KB
142	4a/e1be98	12109406	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (Sham_Sal_3)	COMPLETED	0	2024-08-15 09:17:38.078	11m 45s	11m 30s	105.8%	22.9 GB	33.6 GB	6.6 GB	3.5 GB
437	fb/ae919c	12109700	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (Sham_Sal_2)	COMPLETED	0	2024-08-15 09:28:52.842	29.9s	22s	138.5%	33.4 MB	209.9 MB	3.5 GB	3 MB
344	cc/ceb764	12109605	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (SNI_Sal_1)	COMPLETED	0	2024-08-15 09:25:44.702	3m 43s	3m 35s	103.4%	3.8 GB	4.4 GB	5.5 GB	641.6 MB
441	b4/792d4e	12109703	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (Sham_Sal_2)	COMPLETED	0	2024-08-15 09:28:53.470	34.2s	25s	401.4%	701.6 MB	1.2 GB	6.8 GB	1.8 GB
281	63/077b33	12109548	NFCORE_RNASEQ:RNASEQ:DUPRADAR (SNI_Sal_2)	COMPLETED	0	2024-08-15 09:24:49.586	4m 43s	4m 35s	96.7%	435.5 MB	866 MB	37.4 GB	20.9 GB
452	7d/5d3ee3	12109718	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (Sham_Sal_2)	COMPLETED	0	2024-08-15 09:29:24.717	8s	2s	103.9%	50.3 MB	750.6 MB	53 MB	797 B
457	77/1ff5ad	12109721	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (Sham_Sal_2)	COMPLETED	0	2024-08-15 09:29:28.291	4.5s	0ms	63.6%	12.5 MB	20.8 MB	16.8 MB	3.5 KB
456	2e/766fd1	12109719	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (SNI_Sal_1)	COMPLETED	0	2024-08-15 09:29:27.855	9.9s	2s	91.1%	7.6 MB	18.5 MB	162.5 MB	162.4 MB
455	1f/f27d28	12109720	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (SNI_Sal_1)	COMPLETED	0	2024-08-15 09:29:28.009	9.7s	2s	90.7%	7.8 MB	18.5 MB	158.5 MB	158.4 MB
277	6c/62e676	12109543	NFCORE_RNASEQ:RNASEQ:DUPRADAR (Sham_oxy_3)	COMPLETED	0	2024-08-15 09:24:34.135	5m 9s	5m	89.9%	439.9 MB	865.8 MB	29.9 GB	12.6 GB
329	b9/faf890	12109592	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (SNI_oxy_2)	COMPLETED	0	2024-08-15 09:25:22.916	4m 25s	4m 15s	110.5%	7.7 GB	9.4 GB	7.5 GB	1.7 GB
458	57/dffd91	12109722	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (SNI_Sal_1)	COMPLETED	0	2024-08-15 09:29:37.984	14.7s	9s	97.9%	41.8 MB	56.3 MB	487.2 MB	54.2 MB
459	db/069059	12109723	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (SNI_Sal_1)	COMPLETED	0	2024-08-15 09:29:38.166	14.6s	9s	97.2%	42.3 MB	56.7 MB	475.3 MB	53.2 MB
446	00/e793a0	12109710	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (Sham_Sal_3)	COMPLETED	0	2024-08-15 09:29:23.660	29.1s	21s	144.3%	28.9 MB	209.9 MB	3.5 GB	3.1 MB
409	08/124c7b	12109670	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (Sham_Sal_4)	COMPLETED	0	2024-08-15 09:27:33.490	2m 19s	2m 11s	99.1%	5.9 GB	6.6 GB	2.9 GB	538.8 KB
348	9b/6338be	12109611	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (SNI_Sal_3)	COMPLETED	0	2024-08-15 09:25:48.615	4m 9s	4m	117.3%	6.8 GB	8.3 GB	6.1 GB	1.5 GB
461	00/67a305	12109724	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (SNI_oxy_2)	COMPLETED	0	2024-08-15 09:29:47.826	9.9s	5s	97.0%	7.6 MB	18.5 MB	429.6 MB	429.5 MB
447	57/01e128	12109707	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (Sham_Sal_3)	COMPLETED	0	2024-08-15 09:29:23.020	34.7s	28s	404.2%	724.9 MB	1.2 GB	7.2 GB	2.3 GB
460	b7/bf7236	12109725	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (SNI_oxy_2)	COMPLETED	0	2024-08-15 09:29:47.910	9.8s	5s	94.5%	7.8 MB	18.5 MB	417.8 MB	417.8 MB
349	30/4ee596	12109610	NFCORE_RNASEQ:RNASEQ:DUPRADAR (SNI_Sal_3)	COMPLETED	0	2024-08-15 09:25:48.264	4m 9s	4m 6s	88.0%	374.3 MB	739.8 MB	15.2 GB	969.3 MB
477	b1/bd31b1	12109730	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (Sham_oxy_2)	COMPLETED	0	2024-08-15 09:29:53.918	3.8s	0ms	19.4%	6.1 MB	12 MB	3.2 MB	5.4 KB
342	40/2fc6db	12109609	NFCORE_RNASEQ:RNASEQ:DUPRADAR (SNI_Sal_1)	COMPLETED	0	2024-08-15 09:25:45.708	4m 17s	4m 10s	96.0%	402.8 MB	881.8 MB	17.5 GB	3 GB
421	4c/c9980d	12109689	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (SNI_Sal_4)	COMPLETED	0	2024-08-15 09:27:44.086	2m 19s	2m 11s	97.3%	3.7 GB	4.3 GB	2.9 GB	887.3 KB
465	7d/dedc11	12109731	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (Sham_Sal_3)	COMPLETED	0	2024-08-15 09:29:53.946	8.8s	3s	89.8%	59.8 MB	760.1 MB	63.9 MB	796 B
481	38/624dbc	12109733	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SNI_oxy_1)	COMPLETED	0	2024-08-15 09:29:54.375	8.4s	0ms	9.3%	6 MB	12 MB	3.2 MB	5.4 KB
474	0f/4b0d3e	12109736	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SNI_oxy_3)	COMPLETED	0	2024-08-15 09:29:55.183	7.6s	0ms	7.9%	6.3 MB	12 MB	2.9 MB	5.4 KB
479	a2/b310d7	12109737	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (Sham_oxy_4)	COMPLETED	0	2024-08-15 09:29:55.423	7.3s	0ms	30.2%	7.2 MB	13.1 MB	3.1 MB	5.4 KB
491	c3/8a281a	12109739	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (Sham_oxy_1)	COMPLETED	0	2024-08-15 09:29:56.031	6.7s	0ms	36.5%	3 MB	5.4 MB	2.8 MB	5.3 KB
453	fc/1f5956	12109716	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (Sham_Sal_2)	COMPLETED	0	2024-08-15 09:29:24.353	38.4s	31s	100.3%	673 MB	1.4 GB	239.9 MB	42.4 MB
482	b1/c47b89	12109740	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (Sham_oxy_3)	COMPLETED	0	2024-08-15 09:29:56.797	6s	0ms	21.1%	6.4 MB	12.5 MB	2.8 MB	5.4 KB
471	64/0b1c34	12109742	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SNI_oxy_4)	COMPLETED	0	2024-08-15 09:29:57.120	5.6s	0ms	8.8%	6.3 MB	12 MB	3.2 MB	5.4 KB
492	3b/7e01f5	12109745	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SNI_oxy_2)	COMPLETED	0	2024-08-15 09:29:58.271	4.5s	0ms	37.5%	3 MB	5.4 MB	3.3 MB	5.4 KB
502	cf/89b1bc	12109746	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SNI_Sal_4)	COMPLETED	0	2024-08-15 09:29:58.572	4.2s	0ms	31.0%	3.2 MB	5.4 MB	2.3 MB	5.3 KB
494	85/e36325	12109747	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SNI_Sal_1)	COMPLETED	0	2024-08-15 09:29:58.926	3.9s	0ms	19.7%	3.1 MB	5.4 MB	3 MB	5.4 KB
507	c4/fa6c5e	12109748	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (Sham_Sal_3)	COMPLETED	0	2024-08-15 09:29:59.036	3.7s	0ms	29.4%	3.1 MB	5.4 MB	3.3 MB	5.4 KB
486	9c/91a9ce	12109749	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (Sham_Sal_1)	COMPLETED	0	2024-08-15 09:29:59.286	3.5s	0ms	29.6%	3.2 MB	5.4 MB	3 MB	5.3 KB
489	0f/b96a76	12109751	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SNI_Sal_2)	COMPLETED	0	2024-08-15 09:29:59.892	2.9s	0ms	30.5%	3.1 MB	5.4 MB	2.5 MB	5.3 KB
504	88/81ffaa	12109753	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (Sham_Sal_2)	COMPLETED	0	2024-08-15 09:30:00.876	6.9s	0ms	33.8%	3 MB	5.4 MB	3.1 MB	5.4 KB
495	a4/b3b729	12109754	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SNI_Sal_3)	COMPLETED	0	2024-08-15 09:30:01.059	6.7s	0ms	30.1%	3.1 MB	5.4 MB	3.3 MB	5.4 KB
499	de/97b476	12109757	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (Sham_Sal_4)	COMPLETED	0	2024-08-15 09:30:01.805	5.9s	0ms	35.8%	3 MB	5.4 MB	2.9 MB	5.4 KB
509	ab/325ed2	12109760	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (Sham_oxy_1)	COMPLETED	0	2024-08-15 09:30:02.252	10.5s	6s	130.8%	7 MB	209.9 MB	1018.6 MB	5.4 KB
519	14/7eb89e	12109783	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (Sham_Sal_3)	COMPLETED	0	2024-08-15 09:30:06.860	5.9s	0ms	59.3%	13.5 MB	22 MB	16.8 MB	3.5 KB
303	f9/916520	12109565	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (Sham_oxy_1)	COMPLETED	0	2024-08-15 09:25:03.768	5m 14s	5m 8s	104.9%	5.6 GB	32.4 GB	7.8 GB	6 GB
470	e2/8ddb16	12109734	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SNI_oxy_4)	COMPLETED	0	2024-08-15 09:29:54.558	23.2s	16s	132.1%	7 MB	209.9 MB	2.8 GB	5.4 KB
485	29/da31aa	12109732	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SNI_oxy_1)	COMPLETED	0	2024-08-15 09:29:54.125	23.6s	18s	131.2%	7 MB	209.9 MB	2.9 GB	5.4 KB
480	4b/6ad54e	12109735	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (Sham_oxy_4)	COMPLETED	0	2024-08-15 09:29:54.939	22.8s	16s	132.6%	6.9 MB	209.9 MB	2.6 GB	5.4 KB
473	4f/8d96d9	12109738	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SNI_oxy_3)	COMPLETED	0	2024-08-15 09:29:55.667	22.1s	15s	132.4%	7.1 MB	209.9 MB	2.5 GB	5.4 KB
475	77/4f5910	12109741	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (Sham_oxy_2)	COMPLETED	0	2024-08-15 09:29:56.921	20.8s	17s	131.8%	7.1 MB	209.9 MB	2.9 GB	5.4 KB
498	54/5fbf14	12109750	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (Sham_Sal_1)	COMPLETED	0	2024-08-15 09:29:59.713	18s	12s	133.0%	7 MB	209.9 MB	2 GB	5.4 KB
517	b9/0b1461	12109781	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (SNI_Sal_3)	COMPLETED	0	2024-08-15 09:30:06.550	11.2s	4s	95.0%	7.6 MB	18.5 MB	377.5 MB	377.4 MB
518	92/b21e88	12109782	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (SNI_Sal_3)	COMPLETED	0	2024-08-15 09:30:06.661	11.1s	4s	94.4%	7.8 MB	18.5 MB	369.3 MB	369.2 MB
332	7b/7e06f2	12109594	NFCORE_RNASEQ:RNASEQ:DUPRADAR (SNI_oxy_2)	COMPLETED	0	2024-08-15 09:25:23.405	4m 59s	4m 55s	90.3%	465.3 MB	881.8 MB	23.7 GB	5.8 GB
487	30/686cdf	12109752	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (Sham_oxy_3)	COMPLETED	0	2024-08-15 09:30:00.793	21.9s	16s	130.3%	6.8 MB	209.9 MB	2.8 GB	5.4 KB
512	4b/0bdafc	12109756	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SNI_Sal_3)	COMPLETED	0	2024-08-15 09:30:01.736	21s	16s	132.3%	7 MB	209.9 MB	2.7 GB	5.4 KB
501	ee/dc084f	12109764	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SNI_Sal_2)	COMPLETED	0	2024-08-15 09:30:03.163	19.6s	13s	132.0%	7.1 MB	209.9 MB	2.1 GB	5.4 KB
398	93/56c7fd	12109664	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (SNI_Sal_4)	COMPLETED	0	2024-08-15 09:27:19.887	3m 3s	2m 55s	111.4%	662.1 MB	934.2 MB	3.8 GB	315.5 MB
515	56/9663df	12109759	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (Sham_Sal_2)	COMPLETED	0	2024-08-15 09:30:02.108	25.6s	21s	138.1%	7 MB	209.9 MB	3.5 GB	5.4 KB
514	d1/f6fd85	12109758	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SNI_Sal_4)	COMPLETED	0	2024-08-15 09:30:01.983	25.7s	18s	142.1%	6.8 MB	209.9 MB	2.9 GB	5.4 KB
511	85/84a8fa	12109755	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SNI_Sal_1)	COMPLETED	0	2024-08-15 09:30:01.442	26.3s	17s	132.6%	7.1 MB	209.9 MB	2.6 GB	5.4 KB
513	43/1c6ff4	12109763	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (Sham_Sal_4)	COMPLETED	0	2024-08-15 09:30:03.091	24.6s	18s	131.5%	6.9 MB	209.9 MB	2.9 GB	5.4 KB
516	fa/d95739	12109761	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (Sham_Sal_3)	COMPLETED	0	2024-08-15 09:30:02.469	25.3s	21s	143.9%	6.9 MB	209.9 MB	3.5 GB	5.4 KB
510	46/4af5fc	12109762	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SNI_oxy_2)	COMPLETED	0	2024-08-15 09:30:02.960	24.8s	19s	129.4%	9 MB	209.9 MB	3.3 GB	5.4 KB
464	9e/a8cde6	12109728	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (Sham_Sal_3)	COMPLETED	0	2024-08-15 09:29:53.532	39.2s	33s	98.3%	673.1 MB	1.4 GB	348.9 MB	41.5 MB
520	41/4bd1f7	12109784	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (SNI_oxy_2)	COMPLETED	0	2024-08-15 09:30:06.977	30.8s	23s	97.0%	67.5 MB	82 MB	1.3 GB	112.7 MB
521	b7/3a8659	12109785	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (SNI_oxy_2)	COMPLETED	0	2024-08-15 09:30:07.097	30.7s	22s	97.0%	67.7 MB	82.2 MB	1.2 GB	108.5 MB
